day,iteration,ρ,cumsum_imbalance_MW,cumsum_imbalance_up_MW,cumsum_imbalance_down_MW,cumsum_reserve_up_MW,cumsum_reserve_down_MW,up,down,net_up
7,demand_10,0.1,-146.754596783534,899.3779465666339,1046.132543350168,5064.573946693578,5131.369439455269,0.17758215321424922,0.20655884470462488,0.002989942452450785
7,demand_10,0.2,604.7950805615183,1135.8037504637132,531.0086699021949,5285.19966886969,5230.853534244208,0.21490271354433424,0.10047088155058448,0.1411566949999125
7,demand_10,0.3,-7.244129379193055,840.2407754365988,847.4849048157919,5164.557586221062,5143.371611822016,0.1626936598941882,0.16409632203092575,0.025872318399144154
7,demand_10,0.4,-401.2734761230097,681.586955566004,1082.8604316890137,5195.564583564959,5095.170106943769,0.13118631182490859,0.2084201657533827,-0.04915273529212454
7,demand_10,0.5,-281.0664577251373,740.0890229063546,1021.1554806314919,5063.750721046981,5031.448043678632,0.14615431597575437,0.20165990327824782,-0.02666372408582021
7,demand_10,0.6,-209.80333952560977,925.1652476304239,1134.9685871560337,5117.007536517126,5269.592317063222,0.18080200996931392,0.22180318849570158,-0.007535009536356427
7,demand_10,0.7,433.2902667008343,875.9359304465236,442.64566374568926,5272.016121924724,5078.445394261878,0.16614818888807462,0.08396136383287213,0.10335140276079526
7,demand_10,0.8,-1332.6936060457806,433.1094006083131,1765.8030066540937,5028.89951580698,5297.046840107661,0.0861240912145791,0.351131097589795,-0.22942746715806892
7,demand_10,0.9,885.9907407932267,1260.4359689557232,374.4452281624965,4989.92485899817,5004.183902520532,0.252596182221626,0.07504025386019021,0.20552403408082717
7,demand_10,0.99,2190.9080631361053,2190.9080631361053,-0.0,4399.522395965535,4068.1036846270567,0.49798770547121646,-0.0,0.5412909842078439
7,demand_11,0.0,-749.6215035735736,508.4457399002606,1258.0672434738342,5179.691802255158,5187.901467635773,0.0981613886136799,0.24288457528034604,-0.11675664772130977
